gene_id	ec
g158592.t1	1.14.13.145;1.14.13.192;1.14.13.193
g158606.t1	2.7.1.40
g158609.t1	5.1.3.18
g158614.t1	4.2.99.18
g158623.t1	2.3.1.199
g158626.t1	2.7.11.1
g158629.t1	3.4.19.1
g158630.t1	3.4.19.1
g158643.t1	3.6.4.12
g158652.t1	2.3.2.27
g158653.t1	2.3.2.27
g158656.t1	2.7.7.41
g158658.t1	2.7.7.41
g158668.t1	3.5.1.116
g158680.t1	2.7.11.1
g158699.t1	2.4.1.330
g158718.t1	2.4.1.330
g158719.t1	2.4.1.330
g158720.t1	2.4.1.330
g158738.t1	2.7.11.1
g158753.t1	2.3.2.27
g158778.t1	3.1.3.16
g158781.t1	2.7.11.17
g158787.t1	1.1.1.37
g158801.t1	2.7.11.1
g158804.t1	2.7.11.1
g158805.t1	2.7.11.1
g158809.t1	3.1.3.16
g158813.t1	3.6.1.12
g158818.t1	1.1.3.20
g158828.t1	4.2.1.104
g158838.t1	1.4.3.21
g158839.t1	1.4.3.21
g158840.t1	2.1.1.79
g158841.t1	2.1.1.79
g158842.t1	2.1.1.79
g158843.t1	2.1.1.79
g158845.t1	2.1.1.79
g158854.t1	1.11.2.3
g158858.t1	2.1.1.43
g158861.t1	2.3.2.27
g158866.t1	1.2.1.24
g158871.t1	3.6.4.13
g158880.t1	2.1.1.43
g158883.t1	6.3.5.6;6.3.5.7
g158892.t1	4.2.1.33;4.2.1.35
g158906.t1	3.2.1.2
g158928.t1	1.1.1.37
g158931.t1	1.14.13.168
g158933.t1	1.17.7.2
g158935.t1	2.5.1.18
g158936.t1	2.5.1.18
g158944.t1	2.5.1.18
g15898.t1	3.2.1.113
g159.t1	2.7.7.6
g159006.t1	4.2.2.2
g159007.t1	3.5.1.98
g159011.t1	2.3.1.16
g159012.t1	2.3.2.27
g159024.t1	2.3.1.74
g159025.t1	2.3.1.74
g159027.t1	2.1.1.141;2.1.1.273;2.1.1.274;2.1.1.277
g159028.t1	2.1.1.141;2.1.1.273;2.1.1.274;2.1.1.277
g159031.t1	2.1.1.141;2.1.1.273;2.1.1.274;2.1.1.277
g159032.t1	2.1.1.141;2.1.1.273;2.1.1.274;2.1.1.277
g159035.t1	3.1.26.5
g159055.t1	1.14.13.168
g159059.t1	1.14.13.168
g159060.t1	2.7.7.19;2.7.7.52
g159064.t1	3.1.1.11
g159066.t1	1.14.13.168
g159070.t1	3.1.1.11
g159072.t1	1.14.13.168
g159076.t1	3.1.1.11
g159086.t1	1.8.1.7
g159087.t1	3.2.1.45
g159089.t1	1.14.13.168
g159091.t1	2.7.11.1
g159104.t1	3.4.19.12
g159143.t1	2.5.1.87
g159144.t1	3.4.23.40
g159156.t1	2.7.11.1
g159159.t1	2.7.1.25;2.7.7.4
g159160.t1	3.6.3.8
g159161.t1	3.6.3.8
g159162.t1	3.6.3.8
g159167.t1	3.6.3.8
g159168.t1	3.6.3.8
g159173.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159174.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159188.t1	2.7.1.40
g15919.t1	2.3.2.26
g159191.t1	5.1.3.18
g159196.t1	4.2.99.18
g159203.t1	2.3.1.199
g159207.t1	2.7.11.1
g159210.t1	3.4.19.1
g159211.t1	3.4.19.1
g159225.t1	3.6.4.12
g159233.t1	2.3.2.27
g159234.t1	2.3.2.27
g159237.t1	2.7.7.41
g159247.t1	3.5.1.116
g159270.t1	2.4.1.330
g159289.t1	2.4.1.330
g159290.t1	2.4.1.330
g159291.t1	2.4.1.330
g159307.t1	2.7.11.1
g159323.t1	2.3.2.27
g159331.t1	3.1.2.4
g159336.t1	3.6.4.12
g159350.t1	3.1.3.16
g159353.t1	2.7.11.17
g159358.t1	1.1.1.37
g159365.t1	2.7.11.1
g159367.t1	2.7.11.1
g159370.t1	2.7.11.1
g159374.t1	3.1.3.16
g159377.t1	3.6.1.12
g159382.t1	1.1.3.20
g159392.t1	4.2.1.104
g159402.t1	1.4.3.21
g159403.t1	1.4.3.21
g159404.t1	2.1.1.79
g159405.t1	2.1.1.79
g159406.t1	2.1.1.79
g159407.t1	2.1.1.79
g159409.t1	2.1.1.79
g159418.t1	1.11.2.3
g159422.t1	2.1.1.43
g159425.t1	2.3.2.27
g159430.t1	1.2.1.24
g159435.t1	3.6.4.13
g159444.t1	2.1.1.43
g159447.t1	6.3.5.6;6.3.5.7
g159455.t1	4.2.1.33;4.2.1.35
g159470.t1	1.1.1.34
g159471.t1	1.1.1.34
g159472.t1	3.2.1.2
g159495.t1	1.1.1.37
g159498.t1	1.14.13.168
g159500.t1	1.17.7.2
g159502.t1	2.5.1.18
g159503.t1	2.5.1.18
g159511.t1	2.5.1.18
g15952.t1	2.3.2.26
g159558.t1	4.2.2.2
g159559.t1	3.5.1.98
g159563.t1	2.3.1.16
g159564.t1	2.3.2.27
g159577.t1	2.3.1.74
g159578.t1	2.3.1.74
g159580.t1	2.1.1.141;2.1.1.273;2.1.1.274;2.1.1.277
g159581.t1	2.1.1.141;2.1.1.273;2.1.1.274;2.1.1.277
g159584.t1	2.1.1.141;2.1.1.273;2.1.1.274;2.1.1.277
g159585.t1	2.1.1.141;2.1.1.273;2.1.1.274;2.1.1.277
g159588.t1	3.1.26.5
g1596.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g159608.t1	1.14.13.168
g159612.t1	1.14.13.168
g159613.t1	2.7.7.19;2.7.7.52
g159617.t1	3.1.1.11
g159619.t1	1.14.13.168
g159623.t1	3.1.1.11
g159625.t1	1.14.13.168
g159629.t1	3.1.1.11
g159639.t1	1.8.1.7
g159640.t1	3.2.1.45
g159643.t1	1.14.13.168
g159654.t1	3.4.19.12
g159678.t1	3.4.19.12
g159684.t1	2.4.1.14
g159686.t1	2.7.11.1
g159700.t1	3.6.3.44
g159746.t1	2.3.1.91
g15975.t1	2.3.2.26
g159750.t1	5.1.3.6
g159756.t1	3.3.1.1
g159757.t1	3.3.1.1
g159764.t1	3.6.3.44
g159770.t1	6.2.1.3
g159772.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.21;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g159775.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.21;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g159779.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.21;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g159780.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.21;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g159782.t1	2.4.1.271
g159783.t1	2.4.1.218;2.4.1.271;2.4.1.324
g159784.t1	2.4.1.218;2.4.1.271;2.4.1.324
g159785.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.21;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g159786.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.21;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g159789.t1	2.4.1.271
g159790.t1	2.4.1.271
g159791.t1	2.4.1.218;2.4.1.271;2.4.1.324
g159792.t1	2.4.1.218;2.4.1.271;2.4.1.324
g159793.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g159796.t1	2.4.1.207
g159821.t1	3.6.3.44
g159828.t1	1.14.14.19;1.14.14.32;1.14.14.43;1.14.14.45
g159855.t1	3.6.3.44
g159862.t1	3.6.4.12
g159869.t1	5.2.1.8
g159885.t1	2.7.7.6
g159886.t1	2.7.7.6
g159897.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g159904.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g159905.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g159906.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g159908.t1	3.6.4.13
g159910.t1	2.4.1.255
g159911.t1	2.4.1.255
g159913.t1	2.4.1.255
g159927.t1	5.99.1.2
g159935.t1	3.6.1.12
g159942.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159944.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159945.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159946.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159947.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159948.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159949.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159950.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159951.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159952.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159953.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159955.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159956.t1	1.14.13.145;1.14.13.192;1.14.13.193
g159957.t1	2.7.9.5
g159960.t1	2.4.1.218
g159966.t1	2.4.1.218
g159977.t1	2.7.11.1
g159980.t1	2.4.1.218
g159998.t1	2.4.1.218
g160.t1	2.7.7.6
g160034.t1	2.1.1.43
g160035.t1	2.1.1.43
g160036.t1	2.1.1.43
g160040.t1	3.2.1.67
g160043.t1	1.3.1.42
g160048.t1	3.1.4.1
g160071.t1	2.7.11.1
g160074.t1	2.7.11.1
g160075.t1	2.7.11.1
g160076.t1	2.7.6.5
g160091.t1	2.4.1.13
g160112.t1	2.7.11.1
g160113.t1	2.4.1.13
g160115.t1	2.7.6.5
g160132.t1	2.5.1.112;2.5.1.27
g160139.t1	2.1.1.111;2.1.1.68
g160147.t1	1.3.3.3
g160148.t1	1.3.3.3
g160160.t1	3.2.2.20
g160161.t1	2.3.2.27
g160169.t1	2.7.8.41
g160171.t1	3.5.4.4
g160173.t1	4.2.1.20
g160176.t1	2.4.1.207
g160177.t1	1.14.11.13
g160178.t1	2.7.11.32;2.7.4.27
g160180.t1	4.2.3.25;4.2.3.48
g160181.t1	4.2.3.25;4.2.3.48
g160182.t1	3.6.4.12
g160184.t1	4.2.3.25;4.2.3.48
g160185.t1	4.2.3.25;4.2.3.48
g160188.t1	2.7.11.1
g1602.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g160203.t1	1.2.1.12
g160204.t1	3.6.4.13
g160218.t1	2.7.11.1
g16022.t1	2.7.11.1
g160231.t1	2.3.2.27
g160242.t1	2.5.1.1;2.5.1.10
g160244.t1	2.5.1.1;2.5.1.10
g160246.t1	2.5.1.1;2.5.1.10
g160252.t1	2.7.1.48
g160271.t1	2.3.1.30
g160293.t1	3.5.99.10
g1603.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g160300.t1	2.7.11.1
g160367.t1	2.7.1.12
g160379.t1	1.6.5.2
g160385.t1	2.7.11.1
g160391.t1	3.6.4.12
g1604.t1	1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g160411.t1	1.3.1.33
g160416.t1	2.3.2.27
g160418.t1	2.7.7.38
g160419.t1	2.3.2.23;2.3.2.24
g160423.t1	3.1.3.77;4.2.1.109
g160424.t1	6.1.1.20
g160433.t1	2.6.1.5
g160435.t1	2.4.2.51
g160439.t1	2.3.2.27
g160453.t1	2.4.1.134
g160469.t1	2.3.2.23
g160472.t1	4.1.1.31
g160474.t1	4.1.1.37
g160500.t1	4.2.1.76
g160506.t1	3.6.4.13
g160507.t1	1.14.11.13
g160510.t1	1.1.3.15
g160512.t1	2.5.1.18
g160514.t1	2.5.1.18
g160530.t1	2.7.7.6
g160534.t1	6.3.5.6;6.3.5.7
g160536.t1	1.14.13.201;1.14.13.79
g160540.t1	1.14.13.201;1.14.13.79
g160548.t1	3.2.1.78
g160549.t1	1.14.14.1
g160551.t1	1.14.14.1
g160553.t1	1.14.14.1
g160555.t1	2.4.1.15;3.1.3.12
g160557.t1	4.2.1.121;4.2.1.92
g160558.t1	4.2.1.121;4.2.1.92
g160566.t1	1.13.11.19
g160573.t1	3.4.25.1
g160585.t1	2.7.11.1
g160588.t1	2.7.11.1
g160589.t1	2.3.2.27
g160592.t1	1.3.3.6
g160593.t1	2.1.1.240
g160600.t1	1.3.3.6
g160602.t1	2.7.11.1
g160603.t1	2.1.1.240
g160611.t1	2.6.1.5
g160630.t1	3.6.4.12
g160631.t1	3.6.4.12
g160634.t1	3.6.4.12
g160635.t1	3.6.4.12
g160638.t1	3.2.1.78
g160643.t1	2.7.11.1
g160646.t1	2.3.2.27
g160647.t1	2.3.2.27
g160683.t1	1.6.5.9
g160684.t1	2.7.1.107
g160711.t1	3.1.1.80
g160722.t1	6.6.1.1
g160736.t1	2.4.2.51
g160745.t1	2.7.11.1
g160754.t1	1.14.18.5;1.14.19.17
g160759.t1	2.7.11.1
g160760.t1	3.6.4.13
g160763.t1	4.2.1.121;4.2.1.92
g16077.t1	2.7.11.1
g160786.t1	2.3.1.199
g16081.t1	2.5.1.112;2.5.1.27
g160818.t1	2.7.11.1
g160824.t1	1.14.13.206
g160826.t1	3.4.23.34;3.4.23.5
g160827.t1	2.3.2.27
g160828.t1	2.3.2.27
g160831.t1	2.7.11.1
g160852.t1	2.7.11.1
g160855.t1	3.2.1.78
g160889.t1	3.6.3.44
g160898.t1	2.7.11.22;2.7.11.23
g1609.t1	3.6.3.44
g160908.t1	2.4.1.218
g160944.t1	2.3.2.27
g160950.t1	3.6.4.12
g160954.t1	2.3.2.23
g16096.t1	2.4.1.218;2.4.1.271;2.4.1.324
g160975.t1	5.1.3.15
g160979.t1	1.14.19.29;1.14.19.38;1.14.19.47
g160983.t1	1.14.19.29;1.14.19.38;1.14.19.47
g160989.t1	2.3.2.27
g161.t1	2.7.7.6
g1610.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g161000.t1	4.3.1.24;4.3.1.25
g161001.t1	3.6.4.12
g161003.t1	3.6.4.12
g161040.t1	3.6.4.12
g161053.t1	2.7.11.1
g161057.t1	2.7.11.1
g161070.t1	1.14.14.1
g161072.t1	2.3.2.23
g161076.t1	2.7.11.1
g161089.t1	1.14.11.15
g161112.t1	2.3.1.91
g161116.t1	2.7.11.1
g161117.t1	2.5.1.47;4.4.1.9
g161119.t1	1.6.2.2
g1612.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g161242.t1	2.5.1.112;2.5.1.27
g161253.t1	4.2.1.75
g161256.t1	2.5.1.112;2.5.1.27
g161260.t1	2.5.1.112;2.5.1.27
g161262.t1	2.5.1.112;2.5.1.27
g161273.t1	2.5.1.112;2.5.1.27
g16128.t1	3.1.3.16
g161284.t1	3.6.3.44
g161289.t1	2.7.11.1
g16129.t1	3.1.3.16
g161291.t1	2.7.11.1
g161301.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g161307.t1	3.6.4.13
g16131.t1	3.1.3.16
g161310.t1	1.1.1.208
g161312.t1	2.4.1.241
g161314.t1	2.4.1.43
g161322.t1	2.7.1.4
g161328.t1	3.1.4.4
g161334.t1	2.7.11.1
g161335.t1	2.7.11.1
g161336.t1	2.7.11.1
g161339.t1	2.7.11.1
g161341.t1	2.7.11.1
g161367.t1	3.6.3.16
g161368.t1	2.7.11.1
g161394.t1	3.4.22.68
g161397.t1	3.2.1.24
g161434.t1	3.2.1.24
g161437.t1	3.2.1.68
g161440.t1	3.2.1.68
g16148.t1	2.5.1.112;2.5.1.27
g161481.t1	3.6.4.12
g161488.t1	1.14.14.1
g161497.t1	3.6.3.44
g161516.t1	1.1.1.348
g161523.t1	1.1.1.348
g161525.t1	1.1.1.348
g161566.t1	3.6.4.12
g161574.t1	1.14.14.1;1.14.14.19;1.14.14.32
g161583.t1	2.3.1.225
g161585.t1	2.3.1.225
g161586.t1	2.3.1.225
g161587.t1	3.6.4.12
g16163.t1	3.1.3.16
g16164.t1	1.1.1.146
g161648.t1	3.6.4.12
g161660.t1	2.4.1.218;2.4.1.271;2.4.1.324
g1617.t1	1.6.5.3
g161708.t1	2.4.1.324
g161711.t1	2.1.1.127;2.1.1.259
g161766.t1	5.1.3.6
g161767.t1	2.7.11.1
g161779.t1	2.2.1.1
g161805.t1	2.7.11.1
g161857.t1	3.6.4.12
g161876.t1	1.1.1.208
g161921.t1	2.5.1.112;2.5.1.27
g161944.t1	3.5.1.3
g161963.t1	1.1.1.1
g162.t1	2.7.7.6
g162006.t1	1.14.14.19;1.14.14.32
g162007.t1	1.14.14.19;1.14.14.32
g162047.t1	3.6.4.12
g162049.t1	3.1.1.32
g162163.t1	3.6.4.13
g162164.t1	2.1.1.34
g162179.t1	3.6.4.13
g162186.t1	2.3.2.27
g162198.t1	2.4.1.218;2.4.1.271;2.4.1.324
g1622.t1	1.14.14.1
g162325.t1	2.7.11.1
g162364.t1	1.1.1.25;4.2.1.10
g162442.t1	2.7.11.1
g162457.t1	3.6.4.12
g162460.t1	3.6.4.12
g162478.t1	3.1.1.98
g162558.t1	2.5.1.112;2.5.1.27
g162559.t1	3.6.3.44
g16264.t1	3.1.1.11
g16266.t1	2.7.11.2
g162755.t1	3.6.3.44
g16278.t1	1.3.1.42
g162804.t1	2.5.1.112;2.5.1.27
g162841.t1	1.14.14.1
g162981.t1	4.1.99.5
g163.t1	2.7.7.6
g163031.t1	3.5.1.3
g163053.t1	5.2.1.8
g163093.t1	3.6.5.5
g163094.t1	3.6.4.12
g1632.t1	1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g163328.t1	1.14.14.1
g163374.t1	2.4.1.218;2.4.1.271;2.4.1.324
g163413.t1	3.2.1.4
g1635.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g163505.t1	2.4.1.215
g1636.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g163616.t1	3.1.1.45
g163622.t1	3.1.1.45
g163633.t1	3.1.1.98
g163660.t1	3.6.3.44
g163751.t1	1.1.1.348
g163800.t1	2.1.1.127;2.1.1.259
g163801.t1	3.6.4.12
g163874.t1	3.1.3.16;3.1.3.48
g164000.t1	2.7.1.46
g164036.t1	1.6.5.3
g164043.t1	2.7.7.6
g164050.t1	1.14.14.1
g164070.t1	3.6.4.12
g164086.t1	1.1.1.348
g164123.t1	2.5.1.112;2.5.1.27
g164141.t1	2.5.1.112;2.5.1.27
g16424.t1	1.1.1.348
g164389.t1	3.6.3.44
g164422.t1	1.1.1.348
g164518.t1	1.11.1.7
g164597.t1	2.7.11.1
g1646.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g164621.t1	3.2.1.24
g164660.t1	2.3.3.13;2.3.3.17
g164690.t1	2.1.1.273;2.1.1.274;2.1.1.277
g164746.t1	1.14.11.7
g164760.t1	2.3.1.51;2.8.1.14
g164771.t1	2.7.7.7
g164778.t1	1.1.1.348
g164787.t1	1.1.1.348
g164811.t1	2.5.1.112;2.5.1.27
g164836.t1	2.1.1.43
g164848.t1	2.5.1.47;4.4.1.9
g164874.t1	1.1.1.348
g164883.t1	1.1.1.348
g164889.t1	1.1.1.348
g164894.t1	3.6.3.44
g164898.t1	1.1.1.348
g164937.t1	2.4.1.218;2.4.1.271;2.4.1.324
g1651.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g165154.t1	3.1.1.98
g16526.t1	1.1.1.348
g165322.t1	2.1.1.273;2.1.1.274;2.1.1.277
g165354.t1	1.11.1.11
g165390.t1	2.3.1.51;2.8.1.14
g165401.t1	2.7.7.7
g165405.t1	1.1.1.348
g165414.t1	2.7.7.6;3.4.11.1
g165452.t1	2.1.1.43
g165464.t1	2.5.1.47;4.4.1.9
g165490.t1	1.1.1.348
g165499.t1	1.1.1.348
g165504.t1	1.1.1.348
g165509.t1	3.6.3.44
g165512.t1	1.1.1.348
g165553.t1	2.4.1.218;2.4.1.271;2.4.1.324
g16561.t1	1.5.1.10;1.5.1.8;1.5.1.9
g165631.t1	2.5.1.112;2.5.1.27
g165711.t1	3.1.1.98
g165752.t1	3.2.1.24
g165889.t1	2.3.3.13;2.3.3.17
g165968.t1	2.3.2.27
g165977.t1	3.2.1.24
g166097.t1	2.5.1.112;2.5.1.27
g1661.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g166157.t1	2.7.6.1
g166225.t1	3.5.1.3
g166236.t1	2.4.1.330
g166239.t1	2.4.1.330
g166380.t1	2.3.1.48
g166384.t1	2.3.1.48
g166385.t1	2.3.1.48
g166424.t1	2.7.7.64
g166432.t1	2.5.1.112;2.5.1.27
g166474.t1	2.5.1.112;2.5.1.27
g166487.t1	2.6.1.99
g166513.t1	2.6.1.99
g166546.t1	2.6.1.99
g166567.t1	2.4.1.218;2.4.1.271;2.4.1.324
g166576.t1	2.6.1.99
g166577.t1	2.6.1.99
g166594.t1	2.6.1.99
g166596.t1	3.6.4.12
g166627.t1	2.3.3.13;2.3.3.17
g166636.t1	1.1.1.348
g166670.t1	2.7.11.1
g166679.t1	3.2.1.119;3.2.1.21
g166831.t1	2.4.1.218;2.4.1.271;2.4.1.324
g166855.t1	2.4.1.218;2.4.1.271;2.4.1.324
g166957.t1	1.5.3.16
g166964.t1	2.3.2.27
g166976.t1	3.2.1.24
g1670.t1	3.6.4.12
g167038.t1	2.5.1.112;2.5.1.27
g167088.t1	2.5.1.112;2.5.1.27
g167143.t1	2.7.6.1
g1672.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g167227.t1	3.6.3.44
g167305.t1	3.4.19.12
g16734.t1	2.5.1.112;2.5.1.27
g167368.t1	2.3.1.48
g167372.t1	2.3.1.48
g167373.t1	2.3.1.48
g1674.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g167414.t1	2.7.7.64
g167422.t1	2.5.1.112;2.5.1.27
g167464.t1	2.5.1.112;2.5.1.27
g167477.t1	2.6.1.99
g167503.t1	2.6.1.99
g167539.t1	2.6.1.99
g167560.t1	2.4.1.218;2.4.1.271;2.4.1.324
g167569.t1	2.6.1.99
g167570.t1	2.6.1.99
g167587.t1	2.6.1.99
g167589.t1	3.6.4.12
g16759.t1	2.7.11.1
g16761.t1	2.7.11.1
g167625.t1	2.3.3.13;2.3.3.17
g167634.t1	1.1.1.348
g167669.t1	2.7.11.1
g167678.t1	3.2.1.119;3.2.1.21
g167859.t1	2.4.1.218;2.4.1.271;2.4.1.324
g167907.t1	2.7.7.80;2.8.1.11
g167942.t1	3.2.1.119;3.2.1.21
g167982.t1	5.2.1.8
g167983.t1	5.2.1.8
g16800.t1	2.7.1.137
g168012.t1	3.6.5.5
g168015.t1	2.3.2.27
g168022.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g168032.t1	1.14.14.40
g168033.t1	2.4.1.330
g168092.t1	5.2.1.8
g1681.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g16812.t1	2.3.1.133
g1682.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g168291.t1	3.5.1.3
g168296.t1	1.1.1.348
g168300.t1	3.1.11.2
g168312.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g168354.t1	3.1.1.11
g168355.t1	3.6.4.12
g168539.t1	1.14.11.12
g168545.t1	3.4.19.12
g168546.t1	1.14.11.12
g168549.t1	3.4.19.12
g168557.t1	1.14.11.12
g168562.t1	1.14.11.12
g168563.t1	1.14.11.12
g168564.t1	1.14.11.12
g168593.t1	3.4.19.12
g168599.t1	1.14.11.12
g168600.t1	1.14.11.12
g168603.t1	1.14.11.12
g168604.t1	3.4.19.12
g168605.t1	3.4.19.12
g168634.t1	1.14.11.12
g168637.t1	1.14.11.12
g168644.t1	2.3.1.199
g168709.t1	1.1.1.348
g168742.t1	3.6.3.44
g168746.t1	1.14.11.12
g168747.t1	1.14.11.12
g168753.t1	1.14.11.12
g168754.t1	1.14.11.12
g1688.t1	3.2.1.78
g168814.t1	3.6.4.13
g168830.t1	3.2.1.26
g168856.t1	2.7.11.1
g168862.t1	3.6.3.44
g168863.t1	1.14.14.1
g168890.t1	2.7.11.1
g168893.t1	3.6.4.12
g1689.t1	3.2.1.78
g168902.t1	3.6.4.12
g168932.t1	2.3.2.27
g168951.t1	3.1.4.4
g168953.t1	3.1.4.4
g168979.t1	3.4.21.53
g168980.t1	3.4.21.53
g168982.t1	3.4.21.53
g168985.t1	3.4.21.53
g168988.t1	3.4.21.53
g169.t1	2.5.1.32;2.5.1.99
g1690.t1	1.14.19.43
g169002.t1	3.2.1.37
g169035.t1	3.6.4.12
g169053.t1	2.4.1.218;2.4.1.271;2.4.1.324
g16907.t1	3.6.4.13
g169112.t1	1.1.1.348
g169137.t1	2.7.7.7
g169157.t1	1.11.1.7
g169158.t1	2.1.1.214
g169180.t1	2.7.10.1;2.7.11.1
g169207.t1	3.6.3.44
g169235.t1	3.6.3.44
g16924.t1	3.5.1.3
g169260.t1	3.6.4.12
g169264.t1	3.6.4.12
g169270.t1	1.1.1.348
g169291.t1	1.1.1.348
g1693.t1	3.1.27.1
g169301.t1	3.6.3.44
g169354.t1	3.5.1.98
g169365.t1	2.5.1.112;2.5.1.27
g16937.t1	1.14.13.79
g169439.t1	3.1.3.16
g169453.t1	3.5.1.4
g169454.t1	3.5.1.4
g169455.t1	3.1.2.4
g169480.t1	3.1.3.48
g169540.t1	3.4.19.12
g169543.t1	3.4.19.12
g169563.t1	3.6.3.44
g169571.t1	3.2.1.67
g169573.t1	3.2.1.67
g169577.t1	3.5.1.6
g169582.t1	2.7.11.1
g169602.t1	3.5.1.4
g169615.t1	2.7.11.1
g169617.t1	2.7.11.1
g169618.t1	2.7.11.1
g169619.t1	2.7.11.1
g169626.t1	2.7.11.1
g169627.t1	2.7.11.1
g169634.t1	2.5.1.112;2.5.1.27
g169641.t1	2.7.11.1
g169651.t1	2.7.11.1
g169659.t1	2.7.11.1
g169668.t1	1.14.17.4
g169670.t1	3.6.4.12
g169671.t1	3.6.4.12
g169672.t1	2.7.11.1
g169678.t1	3.2.1.24
g169699.t1	2.7.11.1
g169702.t1	2.7.11.1
g169703.t1	2.7.11.1
g169716.t1	1.8.4.12
g169731.t1	3.6.1.1
g169734.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g169736.t1	3.6.4.12
g169738.t1	3.6.4.12
g169783.t1	2.1.1.276;2.1.1.278
g169801.t1	1.3.1.3
g169802.t1	2.5.1.112;2.5.1.27
g169810.t1	1.3.1.3
g169814.t1	1.3.1.3
g169820.t1	1.3.1.3
g169825.t1	3.1.3.43
g169842.t1	3.4.21.92
g169845.t1	3.4.21.92
g169893.t1	2.7.11.1
g169945.t1	1.1.1.40
g17.t1	2.4.1.207
g170.t1	3.1.3.16
g1700.t1	2.7.11.1
g170004.t1	1.1.1.79
